0;0;0;0;land;false;unknown;0
1;226;197;153;land;false;forest;1
2;253;180;238;land;false;hills;1
3;177;195;238;land;false;forest;1
4;235;141;199;land;false;forest;1
5;114;194;249;land;false;hills;1
6;237;213;231;land;true;plains;1
7;234;209;164;land;false;plains;1
8;102;201;254;land;false;mountain;1
9;129;196;249;land;true;plains;1
10;215;232;141;land;true;plains;1
11;177;158;170;land;false;desert;1
12;215;248;179;land;false;hills;1
13;210;54;240;land;false;hills;1
14;225;76;229;land;false;forest;1
15;249;204;226;land;false;forest;1
16;232;122;214;land;false;forest;1
17;121;239;143;land;true;forest;1
18;231;139;144;land;false;jungle;1
19;206;182;235;land;false;hills;1
20;245;219;50;land;true;forest;1
21;172;186;244;land;false;forest;1
22;207;189;217;land;false;forest;1
23;170;209;244;land;false;hills;1
24;235;139;135;land;false;forest;1
25;252;251;154;land;false;forest;1
26;236;170;222;land;false;plains;1
27;161;249;158;land;true;jungle;1
28;225;148;231;land;true;hills;1
29;182;191;236;land;true;plains;1
30;230;241;175;land;false;forest;1
31;168;176;233;land;false;desert;1
32;80;192;248;land;false;forest;1
33;214;212;175;land;false;forest;1
34;230;190;117;land;false;desert;1
35;196;201;132;land;false;desert;1
36;240;87;184;land;true;forest;1
37;134;211;191;land;true;forest;1
38;247;93;163;land;false;forest;1
39;130;167;226;land;false;plains;1
40;183;222;223;land;false;jungle;1
41;174;134;217;land;false;hills;1
42;169;217;234;land;true;forest;1
43;142;215;231;land;false;jungle;1
44;227;166;190;land;false;plains;1
45;184;229;226;land;true;plains;1
46;136;217;254;land;false;jungle;1
47;83;236;199;land;false;forest;1
48;211;172;230;land;false;plains;1
49;182;198;158;land;false;forest;1
50;169;212;227;land;false;plains;1
51;205;195;158;land;false;hills;1
52;121;252;213;land;true;jungle;1
53;226;172;185;land;false;plains;1
54;249;150;168;land;true;hills;1
55;132;254;229;land;false;forest;1
56;251;190;97;land;false;forest;1
57;169;138;223;land;true;forest;1
58;121;180;225;land;true;hills;1
59;211;84;215;land;false;hills;1
60;248;194;108;land;false;forest;1
61;88;213;216;land;false;jungle;1
62;200;223;249;land;false;forest;1
63;144;194;241;land;false;forest;1
64;149;233;195;land;false;forest;1
65;224;223;106;land;false;forest;1
66;201;165;193;land;false;plains;1
67;193;162;233;land;false;plains;1
68;162;202;170;land;true;plains;1
69;218;191;99;land;false;plains;1
70;240;187;192;land;false;hills;1
71;83;215;211;land;false;plains;1
72;226;227;123;land;false;hills;1
73;92;237;220;land;false;hills;1
74;232;201;243;land;false;desert;1
75;197;135;192;land;true;forest;1
76;155;176;202;land;false;plains;1
77;187;196;219;land;false;forest;1
78;224;227;134;land;true;plains;1
79;245;96;229;land;false;jungle;1
80;111;220;226;land;false;mountain;1
81;216;170;248;land;false;hills;1
82;196;247;93;land;true;hills;1
83;200;169;160;land;false;mountain;1
84;202;203;189;land;false;desert;1
85;143;246;188;land;false;hills;1
86;128;252;149;land;false;plains;1
87;236;147;203;land;false;jungle;1
88;218;227;169;land;false;forest;1
89;165;252;132;land;false;plains;1
90;195;170;146;land;false;jungle;1
91;254;224;231;land;true;forest;1
92;234;182;207;land;false;forest;1
93;168;204;222;land;false;forest;1
94;116;174;253;land;false;forest;1
95;174;161;219;land;false;plains;1
96;166;218;207;land;false;jungle;1
97;174;251;167;land;false;desert;1
98;215;225;106;land;false;plains;1
99;227;53;242;land;true;forest;1
100;245;139;127;land;false;hills;1
101;184;248;97;land;false;plains;1
102;254;253;228;land;false;hills;1
103;114;234;241;land;false;desert;1
104;174;182;194;land;false;plains;1
105;29;219;253;land;false;forest;1
106;140;241;159;land;true;plains;1
107;244;215;158;land;false;forest;1
108;186;123;250;land;false;desert;1
109;240;187;186;land;false;plains;1
110;226;192;109;land;true;plains;1
111;241;246;138;land;false;jungle;1
112;138;180;247;land;false;desert;1
113;147;192;206;land;false;forest;1
114;244;197;253;land;false;desert;1
115;196;143;197;land;false;plains;1
116;208;236;237;land;true;hills;1
117;129;223;244;land;false;forest;1
118;233;245;67;land;false;hills;1
119;248;144;145;land;true;hills;1
120;212;187;132;land;true;hills;1
121;206;145;199;land;false;mountain;1
122;175;177;187;land;false;hills;1
123;142;225;186;land;false;forest;1
124;222;157;159;land;false;hills;1
125;129;189;185;land;false;jungle;1
126;226;253;68;land;false;plains;1
127;224;196;111;land;true;plains;1
128;156;248;178;land;false;forest;1
129;254;202;147;land;false;forest;1
130;114;233;229;land;false;jungle;1
131;184;210;223;land;false;forest;1
132;246;226;113;land;false;desert;1
133;64;213;230;land;false;hills;1
134;141;230;209;land;false;forest;1
135;250;213;199;land;true;forest;1
136;249;238;39;land;false;desert;1
137;239;196;80;land;false;plains;1
138;248;220;160;land;true;plains;1
139;253;180;244;land;false;forest;1
140;193;199;122;land;true;forest;1
141;178;202;251;land;false;hills;1
142;249;254;163;land;false;plains;1
143;192;248;125;land;false;forest;1
144;221;233;85;land;false;desert;1
145;235;86;213;land;false;desert;1
146;114;164;238;land;false;plains;1
147;244;240;152;land;false;forest;1
148;137;156;226;land;false;jungle;1
149;143;155;254;land;false;plains;1
150;245;211;157;land;false;mountain;1
151;187;208;132;land;true;plains;1
152;216;167;141;land;false;forest;1
153;205;77;226;land;true;plains;1
154;234;167;156;land;false;plains;1
155;100;228;243;land;true;forest;1
156;213;237;125;land;false;plains;1
157;155;204;143;land;false;mountain;1
158;232;214;114;land;false;forest;1
159;245;223;221;land;true;plains;1
160;62;190;250;land;false;forest;1
161;148;195;219;land;false;forest;1
162;192;214;238;land;false;plains;1
163;133;171;208;land;true;plains;1
164;221;74;241;land;false;desert;1
165;139;145;249;land;true;plains;1
166;210;239;223;land;false;hills;1
167;165;206;253;land;false;forest;1
168;139;164;243;land;false;plains;1
169;217;243;162;land;false;hills;1
170;65;191;252;land;false;hills;1
171;248;39;226;land;false;plains;1
172;70;251;196;land;false;forest;1
173;160;179;208;land;true;jungle;1
174;248;211;43;land;false;desert;1
175;203;214;241;land;false;forest;1
176;67;206;243;land;true;plains;1
177;136;201;169;land;false;plains;1
178;222;192;239;land;false;desert;1
179;243;180;210;land;false;jungle;1
180;218;204;158;land;true;plains;1
181;234;238;83;land;false;desert;1
182;241;169;184;land;false;plains;1
183;186;154;223;land;false;hills;1
184;254;220;101;land;false;mountain;1
185;214;88;231;land;false;mountain;1
186;116;248;213;land;false;plains;1
187;179;246;216;land;true;forest;1
188;241;221;238;land;false;forest;1
189;76;190;243;land;false;plains;1
190;124;177;252;land;true;plains;1
191;153;187;196;land;false;plains;1
192;230;111;234;land;false;plains;1
193;229;148;155;land;false;forest;1
194;170;221;209;land;false;jungle;1
195;166;235;128;land;true;plains;1
196;233;155;227;land;false;forest;1
197;104;196;222;land;false;forest;1
198;195;198;111;land;false;forest;1
199;115;213;217;land;false;forest;1
200;126;205;213;land;true;plains;1
201;217;215;239;land;false;jungle;1
202;248;221;223;land;false;hills;1
203;232;86;215;land;false;plains;1
204;97;249;159;land;false;forest;1
205;184;251;140;land;false;forest;1
206;156;152;251;land;true;forest;1
207;168;115;238;land;true;forest;1
208;196;86;250;land;false;forest;1
209;249;235;153;land;false;forest;1
210;83;207;218;land;true;hills;1
211;131;199;233;land;false;forest;1
212;254;146;179;land;false;hills;1
213;213;133;184;land;true;forest;1
214;203;244;105;land;false;mountain;1
215;166;117;248;land;false;plains;1
216;203;247;101;land;false;desert;1
217;217;193;250;land;false;forest;1
218;202;57;250;land;false;forest;1
219;117;239;201;land;false;plains;1
220;199;165;178;land;false;mountain;1
221;204;209;211;land;false;plains;1
222;140;236;134;land;true;plains;1
223;171;207;176;land;false;forest;1
224;254;141;159;land;true;hills;1
225;234;225;241;land;false;forest;1
226;233;135;233;land;false;plains;1
227;241;225;99;land;true;plains;1
228;174;136;235;land;true;forest;1
229;242;222;55;land;true;plains;1
230;192;154;197;land;false;forest;1
231;208;155;215;land;false;desert;1
232;236;215;233;land;false;jungle;1
233;150;133;241;land;false;forest;1
234;130;147;240;land;false;forest;1
235;216;139;254;land;false;forest;1
236;221;166;157;land;false;desert;1
237;207;128;170;land;true;plains;1
238;211;179;193;land;true;hills;1
239;203;210;106;land;true;forest;1
240;124;182;243;land;false;forest;1
241;94;216;239;land;false;forest;1
242;241;200;85;land;false;forest;1
243;228;215;254;land;false;jungle;1
