1;arms_factory;5885.00;10.53;364.00;5.89;0
1;arms_factory;4647.00;10.43;1267.00;2.62;0
1;arms_factory;4995.00;10.00;1553.00;5.28;0
1;arms_factory;5192.00;9.75;945.00;1.67;0
1;arms_factory;3922.00;9.70;1326.00;4.33;0
1;arms_factory;1908.00;10.30;382.00;1.07;0
1;industrial_complex;1910.00;10.40;453.00;2.27;0
1;industrial_complex;2102.00;10.88;370.00;0.11;0
1;industrial_complex;4351.00;12.93;1593.00;2.78;0
1;industrial_complex;5874.00;11.03;377.00;4.34;0
1;industrial_complex;4876.00;10.20;1598.00;2.17;0
1;industrial_complex;4256.00;10.45;1674.00;4.84;0
1;air_base;5037.00;10.00;1561.00;0.12;0
1;naval_base;2272.00;9.50;1862.00;-0.12;19719
1;naval_base;3074.00;9.70;358.00;0.64;18919
1;naval_base;6196.00;9.70;1148.00;1.17;18540
1;naval_base;5152.00;9.50;1845.00;0.56;18874
1;naval_base;2256.00;9.50;95.00;0.93;18345
1;naval_base;3776.00;9.50;1115.00;-0.46;19087
1;naval_base;5185.00;9.70;1631.00;1.11;19213
1;naval_base;1807.00;9.50;200.00;-0.90;19427
1;naval_base;2081.00;9.70;1011.00;-3.00;19447
1;naval_base;2726.00;9.50;410.00;0.46;18612
1;naval_base;4504.00;9.70;1915.00;0.20;18793
1;naval_base;5851.00;9.50;473.00;-0.79;18896
1;naval_base;4827.00;9.70;367.00;-2.82;18377
1;naval_base;5843.00;9.70;1323.00;-3.14;19960
1;naval_base;1668.00;9.55;754.00;-0.98;18121
1;naval_base;1585.00;9.50;1322.00;0.38;18281
1;naval_base;1966.00;9.50;1678.00;0.17;18406
1;naval_base;4626.00;9.50;1852.00;-0.67;18523
1;naval_base;503.00;9.70;849.00;-2.50;19869
1;naval_base;1660.00;9.50;338.00;-0.88;19261
1;naval_base;1424.00;9.50;251.00;-1.57;18557
1;naval_base;312.00;9.50;1258.00;-0.46;19797
1;naval_base;6042.00;9.50;370.00;0.43;19394
1;naval_base;757.00;9.70;1719.00;-2.62;18951
1;naval_base;4710.00;9.70;255.00;-2.36;18096
1;naval_base;3843.00;9.50;1042.00;-0.46;17993
1;naval_base;5703.00;9.50;436.00;-0.71;17962
1;naval_base;1097.00;9.75;1393.00;-3.21;19032
1;naval_base;5406.00;9.70;414.00;-3.46;18226
1;naval_base;500.00;9.50;1330.00;-1.66;19256
1;naval_base;5174.00;9.50;951.00;-1.28;18732
1;naval_base;2897.00;9.50;1751.00;0.95;18411
1;naval_base;5588.00;9.70;791.00;-3.93;19437
1;naval_base;6117.00;9.70;475.00;-0.14;18452
1;naval_base;4991.00;9.53;1865.00;-3.32;19061
1;naval_base;5960.00;9.50;432.00;-1.47;17924
1;naval_base;2584.00;9.50;1531.00;-0.46;19499
1;naval_base;3258.00;9.70;537.00;-0.59;19957
1;naval_base;1819.00;9.50;1719.00;-0.46;17802
1;naval_base;3943.00;9.70;1775.00;-3.71;18333
1;naval_base;599.00;9.70;694.00;0.59;19784
1;naval_base;1141.00;9.70;811.00;-4.59;18284
1;naval_base;5043.00;9.70;1814.00;-3.66;19893
1;naval_base;3781.00;9.50;1688.00;-2.03;18529
1;naval_base;4410.00;9.70;380.00;-2.00;18269
1;naval_base;5010.00;9.70;550.00;1.57;19255
1;naval_base;3607.00;9.70;1871.00;-4.39;18597
1;naval_base;2257.00;9.50;1752.00;-0.20;20268
1;naval_base;1115.00;9.50;836.00;-0.79;19161
1;naval_base;2463.00;9.70;277.00;0.28;19344
1;naval_base;4519.00;9.70;1822.00;-4.48;18523
1;naval_base;342.00;9.50;1645.00;-1.57;20052
1;naval_base;2043.00;9.50;1311.00;0.27;18542
1;naval_base;5348.00;9.70;1360.00;-4.35;19307
1;naval_base;1251.00;9.93;1324.00;-4.51;19455
1;naval_base;5454.00;9.70;520.00;1.43;19488
1;naval_base;2086.00;9.50;1079.00;-1.57;17769
1;naval_base;5052.00;9.50;298.00;1.57;17856
1;naval_base;84.00;9.50;1211.00;1.41;18033
1;naval_base;6072.00;9.70;453.00;-4.29;18452
1;naval_base;2319.00;9.50;1729.00;-1.26;20268
1;naval_base;4185.00;9.57;1903.00;-0.28;19899
1;naval_base;869.00;9.70;1823.00;-3.58;19300
1;naval_base;3637.00;9.50;287.00;-0.98;18733
1;naval_base;1855.00;9.50;813.00;-0.52;19740
1;naval_base;3666.00;9.50;865.00;-0.17;19464
1;naval_base;2525.00;9.50;1588.00;0.32;18211
1;naval_base;6172.00;9.70;562.00;-3.14;20168
1;naval_base;5589.00;9.50;802.00;-0.64;19437
1;naval_base;3990.00;9.70;1011.00;-3.39;18176
1;naval_base;3323.00;9.50;1161.00;-0.29;18088
1;naval_base;1327.00;9.50;675.00;1.25;17704
1;naval_base;3613.00;9.50;1280.00;-3.46;19287
1;naval_base;1131.00;9.70;730.00;-4.25;17944
1;naval_base;3464.00;9.70;475.00;-3.52;19166
1;naval_base;942.00;9.85;1853.00;-1.25;18495
1;naval_base;1018.00;9.50;1423.00;0.98;19418
1;naval_base;4622.00;9.70;336.00;-1.57;19239
1;naval_base;4779.00;9.70;494.00;1.39;20185
1;naval_base;4483.00;9.70;1855.00;-3.93;19943
1;naval_base;551.00;9.50;1766.00;-1.89;19345
1;naval_base;1774.00;9.90;753.00;-3.71;17734
1;naval_base;2526.00;9.50;1734.00;-1.82;18341
1;naval_base;4676.00;9.70;1920.00;-4.33;19185
1;naval_base;2514.00;9.50;318.00;0.00;19291
1;naval_base;5389.00;9.50;686.00;-1.45;17801
1;naval_base;4861.00;9.90;634.00;-3.08;18163
1;naval_base;5073.00;9.50;1860.00;-0.22;18286
1;naval_base;344.00;9.73;577.00;-3.61;20165
1;naval_base;4632.00;9.50;270.00;0.39;19112
1;naval_base;3311.00;9.70;900.00;-2.94;19553
1;naval_base;2507.00;9.70;1749.00;-2.68;19879
1;naval_base;6016.00;9.50;515.00;-0.72;19873
1;naval_base;1874.00;9.70;1313.00;-3.14;18247
1;naval_base;473.00;9.50;831.00;1.03;19869
1;naval_base;4306.00;9.70;1952.00;-3.14;17804
1;naval_base;3233.00;9.50;834.00;-0.59;19019
1;naval_base;3407.00;9.70;1137.00;-3.14;19601
1;naval_base;3665.00;9.70;1227.00;-4.21;19449
1;naval_base;3717.00;9.70;302.00;-4.51;18029
1;naval_base;2168.00;9.50;194.00;0.65;19021
1;naval_base;3055.00;9.70;1753.00;-3.22;19698
1;naval_base;1946.00;9.50;1599.00;-1.70;18510
1;naval_base;4868.00;9.50;320.00;0.00;20209
1;naval_base;2988.00;9.50;1822.00;-2.01;18332
1;naval_base;5489.00;9.70;1503.00;-2.86;18082
1;naval_base;3827.00;9.50;842.00;0.38;20135
1;naval_base;2282.00;9.70;1703.00;0.64;20268
1;naval_base;3744.00;9.50;1347.00;-1.57;18549
1;naval_base;974.00;9.50;1825.00;-0.79;18495
1;naval_base;2975.00;9.70;1819.00;-2.36;18332
1;naval_base;4916.00;9.50;1730.00;0.46;19281
1;naval_base;1416.00;9.88;1904.00;-3.39;19774
1;naval_base;6126.00;9.50;564.00;-1.30;18267
1;naval_base;2575.00;9.70;1361.00;-4.59;18687
1;naval_base;2175.00;9.50;194.00;-1.08;19021
1;naval_base;5003.00;9.70;565.00;0.32;19003
1;naval_base;1341.00;9.50;1594.00;0.90;17757
1;naval_base;1099.00;9.50;850.00;-0.09;19161
1;naval_base;2375.00;9.50;1767.00;-2.94;18979
1;naval_base;5622.00;9.70;436.00;-2.86;19610
1;naval_base;1834.00;9.50;842.00;-0.93;18737
1;naval_base;3788.00;9.50;874.00;-1.57;18594
1;naval_base;2649.00;9.50;1401.00;0.08;19267
1;naval_base;914.00;9.50;1845.00;-3.50;18495
1;naval_base;281.00;9.50;1569.00;-2.55;18953
1;naval_base;759.00;9.50;1753.00;-0.98;18951
1;naval_base;297.00;9.50;1247.00;0.52;19797
1;naval_base;3136.00;9.50;1675.00;0.57;19326
1;naval_base;6054.00;9.50;381.00;0.40;19394
1;naval_base;3990.00;9.70;1885.00;-1.06;19531
1;naval_base;2576.00;9.70;1353.00;-3.50;18687
1;naval_base;4972.00;9.70;610.00;-3.00;18189
1;naval_base;4865.00;9.50;1703.00;-0.79;18765
1;naval_base;3060.00;9.50;1543.00;0.14;19156
1;naval_base;1687.00;9.50;246.00;-0.14;19507
1;naval_base;3788.00;9.50;1623.00;0.90;17968
1;naval_base;4782.00;9.70;1869.00;-2.75;19654
1;naval_base;3392.00;9.50;1033.00;-1.11;18300
1;naval_base;5530.00;9.50;457.00;0.16;19258
1;naval_base;6224.00;9.50;607.00;1.41;18175
1;naval_base;2683.00;9.70;1786.00;-1.09;18173
1;naval_base;3269.00;9.50;1470.00;0.00;20073
1;naval_base;5480.00;9.70;1482.00;-3.14;18082
1;naval_base;285.00;9.50;1538.00;-1.89;18840
1;naval_base;5850.00;9.70;442.00;-4.12;18896
1;naval_base;5866.00;9.70;318.00;-0.79;19496
1;naval_base;5356.00;9.50;713.00;-0.51;17801
1;naval_base;1677.00;9.50;1833.00;-1.57;17662
1;naval_base;1717.00;9.50;1949.00;-1.31;19767
1;naval_base;5963.00;9.70;417.00;-1.57;17924
1;naval_base;715.00;9.70;587.00;1.11;18437
1;naval_base;445.00;9.50;892.00;-0.79;18944
1;naval_base;5448.00;9.50;437.00;-0.79;18226
1;naval_base;1854.00;9.50;1738.00;-1.93;17774
1;naval_base;2939.00;9.50;1760.00;-2.47;18411
1;naval_base;4476.00;9.50;440.00;-0.67;19363
1;naval_base;4559.00;9.50;1241.00;-1.93;18476
1;naval_base;2154.00;9.80;139.00;-1.64;19567
1;naval_base;5192.00;9.70;1852.00;-4.17;18850
1;naval_base;735.00;9.70;1724.00;-3.39;18951
1;naval_base;5050.00;9.50;1821.00;0.79;19893
1;naval_base;5724.00;9.50;427.00;-1.92;17962
1;naval_base;5403.00;9.50;519.00;0.71;18977
1;naval_base;588.00;9.50;1677.00;-1.01;18385
1;naval_base;1048.00;9.70;1629.00;1.25;19095
1;naval_base;5563.00;9.70;1842.00;-3.93;18879
1;naval_base;4859.00;9.70;1690.00;-4.55;18765
1;naval_base;6054.00;9.70;707.00;1.41;19342
1;naval_base;3945.00;9.50;1864.00;-1.06;18333
1;naval_base;4728.00;9.50;367.00;-0.32;20199
